antecedent,consequent,support,confidence,lift
"['12', '14']","['1', '34']",0.11,0.4,1.15
"['12', '34']","['1', '14']",0.11,0.47,1.24
"['1', '12', '14']",['34'],0.11,0.72,1.13
"['1', '12', '34']",['14'],0.11,0.8,1.11
"['1', '34', '14']",['12'],0.11,0.42,1.16
"['34', '12', '14']",['1'],0.11,0.6,1.15
['12'],"['34', '14', '30']",0.12,0.32,1.12
"['12', '14']","['34', '30']",0.12,0.42,1.13
"['12', '34']","['14', '30']",0.12,0.49,1.16
"['12', '30']","['34', '14']",0.12,0.54,1.13
"['34', '30']","['12', '14']",0.12,0.31,1.13
"['34', '12', '14']",['30'],0.12,0.62,1.09
"['12', '14', '30']",['34'],0.12,0.68,1.06
"['34', '14', '30']",['12'],0.12,0.41,1.12
"['12', '34', '30']",['14'],0.12,0.82,1.14
['12'],['16'],0.2,0.55,1.07
['16'],['12'],0.2,0.39,1.07
['12'],"['1', '16']",0.12,0.32,1.17
"['1', '12']",['16'],0.12,0.59,1.15
"['1', '16']",['12'],0.12,0.43,1.17
"['12', '16']",['1'],0.12,0.59,1.13
['12'],"['34', '18']",0.19,0.51,1.1
"['12', '18']",['34'],0.19,0.69,1.07
"['12', '34']",['18'],0.19,0.79,1.12
"['34', '18']",['12'],0.19,0.4,1.1
['12'],"['18', '30']",0.16,0.45,1.13
"['12', '18']",['30'],0.16,0.6,1.06
"['12', '30']",['18'],0.16,0.76,1.08
"['18', '30']",['12'],0.16,0.41,1.13
['12'],"['18', '16']",0.15,0.42,1.13
"['12', '18']",['16'],0.15,0.56,1.09
"['12', '16']",['18'],0.15,0.76,1.08
"['18', '16']",['12'],0.15,0.41,1.13
"['46', '12']",['34'],0.1,0.69,1.08
"['46', '34']",['12'],0.1,0.4,1.09
"['12', '34']",['46'],0.1,0.42,1.14
"['12', '4']",['34'],0.1,0.67,1.05
"['4', '34']",['12'],0.1,0.39,1.06
"['12', '34']",['4'],0.1,0.44,1.11
['12'],"['34', '16']",0.14,0.37,1.12
"['12', '34']",['16'],0.14,0.57,1.11
"['12', '16']",['34'],0.14,0.68,1.06
"['34', '16']",['12'],0.14,0.41,1.12
['12'],"['30', '16']",0.12,0.32,1.12
"['12', '30']",['16'],0.12,0.55,1.07
"['12', '16']",['30'],0.12,0.59,1.05
"['30', '16']",['12'],0.12,0.41,1.12
['12'],"['14', '16']",0.16,0.44,1.15
['16'],"['12', '14']",0.16,0.31,1.11
"['12', '14']",['16'],0.16,0.57,1.11
"['12', '16']",['14'],0.16,0.79,1.11
"['14', '16']",['12'],0.16,0.42,1.15
['12'],"['1', '34', '18']",0.12,0.32,1.17
"['1', '12']","['34', '18']",0.12,0.57,1.23
"['1', '34']","['12', '18']",0.12,0.33,1.2
"['12', '18']","['1', '34']",0.12,0.42,1.2
"['12', '34']","['1', '18']",0.12,0.49,1.26
"['1', '12', '18']",['34'],0.12,0.73,1.15
"['1', '12', '34']",['18'],0.12,0.82,1.16
"['1', '34', '18']",['12'],0.12,0.43,1.17
"['12', '18', '34']",['1'],0.12,0.62,1.19
['12'],"['34', '18', '30']",0.12,0.32,1.17
"['12', '18']","['34', '30']",0.12,0.42,1.15
"['12', '34']","['18', '30']",0.12,0.48,1.22
"['12', '30']","['34', '18']",0.12,0.54,1.15
"['34', '30']","['12', '18']",0.12,0.31,1.15
"['12', '18', '34']",['30'],0.12,0.61,1.09
"['12', '18', '30']",['34'],0.12,0.71,1.1
"['12', '34', '30']",['18'],0.12,0.81,1.15
"['34', '18', '30']",['12'],0.12,0.43,1.17
['12'],"['34', '18', '14']",0.15,0.42,1.16
"['12', '14']","['34', '18']",0.15,0.55,1.17
"['34', '14']","['12', '18']",0.15,0.32,1.18
"['12', '18']","['34', '14']",0.15,0.56,1.18
"['12', '34']","['18', '14']",0.15,0.64,1.21
"['34', '18']","['12', '14']",0.15,0.33,1.17
"['12', '18', '14']",['34'],0.15,0.71,1.1
"['34', '12', '14']",['18'],0.15,0.81,1.15
"['34', '18', '14']",['12'],0.15,0.42,1.16
"['12', '18', '34']",['14'],0.15,0.81,1.13
"['12', '18']","['34', '16']",0.11,0.4,1.2
"['12', '34']","['18', '16']",0.11,0.46,1.24
"['12', '16']","['34', '18']",0.11,0.54,1.16
"['34', '16']","['12', '18']",0.11,0.33,1.2
"['12', '18', '34']",['16'],0.11,0.58,1.13
"['12', '18', '16']",['34'],0.11,0.71,1.11
"['12', '34', '16']",['18'],0.11,0.8,1.13
"['34', '18', '16']",['12'],0.11,0.44,1.21
['12'],"['18', '14', '30']",0.13,0.37,1.18
"['12', '18']","['14', '30']",0.13,0.49,1.16
"['12', '14']","['18', '30']",0.13,0.48,1.21
"['12', '30']","['18', '14']",0.13,0.62,1.18
"['18', '30']","['12', '14']",0.13,0.34,1.21
"['14', '30']","['12', '18']",0.13,0.32,1.16
"['12', '18', '14']",['30'],0.13,0.62,1.1
"['12', '18', '30']",['14'],0.13,0.82,1.14
"['12', '14', '30']",['18'],0.13,0.79,1.11
"['18', '14', '30']",['12'],0.13,0.43,1.18
['12'],"['18', '14', '16']",0.12,0.34,1.21
"['12', '18']","['14', '16']",0.12,0.46,1.2
"['12', '14']","['18', '16']",0.12,0.44,1.21
"['12', '16']","['18', '14']",0.12,0.62,1.17
"['18', '16']","['12', '14']",0.12,0.34,1.21
"['14', '16']","['12', '18']",0.12,0.33,1.2
"['12', '18', '14']",['16'],0.12,0.58,1.12
"['12', '18', '16']",['14'],0.12,0.81,1.14
"['12', '14', '16']",['18'],0.12,0.78,1.1
"['18', '14', '16']",['12'],0.12,0.44,1.21
['12'],"['34', '14', '16']",0.11,0.31,1.19
"['12', '14']","['34', '16']",0.11,0.4,1.21
"['12', '34']","['14', '16']",0.11,0.47,1.24
"['12', '16']","['34', '14']",0.11,0.56,1.17
"['34', '16']","['12', '14']",0.11,0.34,1.21
"['34', '12', '14']",['16'],0.11,0.59,1.16
"['12', '14', '16']",['34'],0.11,0.7,1.09
"['34', '14', '16']",['12'],0.11,0.44,1.19
"['12', '34', '16']",['14'],0.11,0.82,1.15
['12'],['49'],0.14,0.39,1.01
['49'],['12'],0.14,0.37,1.01
['12'],"['6', '34']",0.13,0.37,1.05
"['6', '12']",['34'],0.13,0.67,1.04
"['6', '34']",['12'],0.13,0.38,1.05
"['12', '34']",['6'],0.13,0.57,1.08
['12'],"['34', '19']",0.14,0.38,1.05
"['12', '34']",['19'],0.14,0.58,1.08
"['12', '19']",['34'],0.14,0.68,1.06
"['34', '19']",['12'],0.14,0.38,1.05
['12'],"['6', '30']",0.12,0.34,1.11
"['6', '12']",['30'],0.12,0.62,1.09
"['6', '30']",['12'],0.12,0.41,1.11
"['12', '30']",['6'],0.12,0.58,1.1
['12'],"['30', '19']",0.13,0.35,1.1
"['12', '30']",['19'],0.13,0.59,1.1
"['12', '19']",['30'],0.13,0.63,1.11
"['30', '19']",['12'],0.13,0.4,1.1
['12'],"['14', '49']",0.12,0.32,1.11
['49'],"['12', '14']",0.12,0.3,1.08
"['12', '14']",['49'],0.12,0.42,1.08
"['12', '49']",['14'],0.12,0.82,1.14
"['14', '49']",['12'],0.12,0.41,1.11
"['6', '12']","['34', '14']",0.1,0.52,1.09
"['12', '14']","['6', '34']",0.1,0.37,1.06
"['12', '34']","['6', '14']",0.1,0.44,1.13
"['6', '12', '14']",['34'],0.1,0.67,1.05
"['6', '12', '34']",['14'],0.1,0.77,1.08
"['6', '34', '14']",['12'],0.1,0.39,1.08
"['34', '12', '14']",['6'],0.1,0.55,1.05
['12'],"['34', '14', '19']",0.11,0.31,1.11
"['12', '14']","['34', '19']",0.11,0.4,1.11
"['12', '34']","['14', '19']",0.11,0.47,1.17
"['12', '19']","['34', '14']",0.11,0.55,1.15
"['34', '19']","['12', '14']",0.11,0.31,1.11
"['34', '12', '14']",['19'],0.11,0.59,1.1
"['12', '14', '19']",['34'],0.11,0.69,1.07
"['34', '14', '19']",['12'],0.11,0.41,1.11
"['12', '34', '19']",['14'],0.11,0.81,1.13
"['12', '14']","['30', '19']",0.1,0.37,1.17
"['12', '30']","['14', '19']",0.1,0.48,1.2
"['12', '19']","['14', '30']",0.1,0.51,1.2
"['30', '19']","['12', '14']",0.1,0.33,1.17
"['12', '14', '30']",['19'],0.1,0.61,1.13
"['12', '14', '19']",['30'],0.1,0.63,1.13
"['12', '30', '19']",['14'],0.1,0.81,1.13
"['14', '30', '19']",['12'],0.1,0.43,1.17
['12'],"['6', '16']",0.12,0.32,1.15
"['6', '12']",['16'],0.12,0.58,1.12
"['6', '16']",['12'],0.12,0.42,1.15
"['12', '16']",['6'],0.12,0.58,1.1
['12'],"['18', '26']",0.11,0.31,1.04
"['12', '18']",['26'],0.11,0.42,1.01
"['12', '26']",['18'],0.11,0.74,1.05
"['18', '26']",['12'],0.11,0.38,1.04
['12'],"['18', '49']",0.11,0.3,1.07
"['12', '18']",['49'],0.11,0.41,1.04
"['12', '49']",['18'],0.11,0.77,1.09
"['18', '49']",['12'],0.11,0.39,1.07
"['6', '12']","['34', '18']",0.1,0.52,1.11
"['12', '18']","['6', '34']",0.1,0.38,1.09
"['12', '34']","['6', '18']",0.1,0.44,1.15
"['6', '12', '18']",['34'],0.1,0.69,1.08
"['6', '12', '34']",['18'],0.1,0.77,1.1
"['6', '34', '18']",['12'],0.1,0.4,1.09
"['12', '18', '34']",['6'],0.1,0.56,1.06
['12'],"['34', '18', '19']",0.11,0.31,1.14
"['12', '18']","['34', '19']",0.11,0.42,1.17
"['12', '34']","['18', '19']",0.11,0.48,1.21
"['12', '19']","['34', '18']",0.11,0.56,1.2
"['34', '19']","['12', '18']",0.11,0.32,1.17
"['12', '18', '34']",['19'],0.11,0.61,1.13
"['12', '18', '19']",['34'],0.11,0.71,1.11
"['12', '34', '19']",['18'],0.11,0.83,1.18
"['34', '18', '19']",['12'],0.11,0.42,1.14
"['12', '18']","['30', '19']",0.1,0.38,1.2
"['12', '30']","['18', '19']",0.1,0.48,1.2
"['12', '19']","['18', '30']",0.1,0.51,1.27
"['30', '19']","['12', '18']",0.1,0.33,1.2
"['12', '18', '30']",['19'],0.1,0.63,1.17
"['12', '18', '19']",['30'],0.1,0.64,1.13
"['12', '30', '19']",['18'],0.1,0.81,1.15
"['18', '30', '19']",['12'],0.1,0.44,1.19
['12'],"['16', '19']",0.12,0.32,1.12
"['12', '16']",['19'],0.12,0.58,1.08
"['12', '19']",['16'],0.12,0.57,1.12
"['16', '19']",['12'],0.12,0.41,1.12
"['12', '48']",['16'],0.1,0.55,1.08
"['12', '16']",['48'],0.1,0.5,1.04
"['48', '16']",['12'],0.1,0.41,1.11
['12'],['32'],0.15,0.41,0.98
['32'],['12'],0.15,0.36,0.98
['12'],"['18', '32']",0.11,0.31,1.03
"['12', '18']",['32'],0.11,0.42,1.02
"['12', '32']",['18'],0.11,0.77,1.1
"['18', '32']",['12'],0.11,0.38,1.03
['12'],"['14', '32']",0.11,0.31,1.05
"['12', '14']",['32'],0.11,0.41,1.0
"['12', '32']",['14'],0.11,0.77,1.08
"['14', '32']",['12'],0.11,0.38,1.05
['1'],['28'],0.19,0.36,1.06
['28'],['1'],0.19,0.55,1.06
['18'],['28'],0.24,0.35,1.01
['28'],['18'],0.24,0.71,1.01
['34'],['28'],0.23,0.36,1.05
['28'],['34'],0.23,0.67,1.05
['44'],['28'],0.13,0.34,1.01
['28'],['44'],0.13,0.38,1.01
['28'],['30'],0.2,0.57,1.02
['30'],['28'],0.2,0.35,1.02
['28'],['49'],0.14,0.4,1.04
['49'],['28'],0.14,0.35,1.04
['6'],['28'],0.2,0.37,1.08
['28'],['6'],0.2,0.57,1.08
['14'],['28'],0.26,0.36,1.05
['28'],['14'],0.26,0.75,1.05
['28'],['19'],0.19,0.55,1.03
['19'],['28'],0.19,0.35,1.03
['4'],['28'],0.13,0.34,0.99
['28'],['4'],0.13,0.39,0.99
['48'],['28'],0.17,0.36,1.04
['28'],['48'],0.17,0.5,1.04
['28'],"['1', '18']",0.14,0.42,1.07
"['1', '18']",['28'],0.14,0.37,1.07
"['1', '28']",['18'],0.14,0.75,1.07
"['18', '28']",['1'],0.14,0.58,1.12
['28'],"['1', '34']",0.13,0.39,1.1
"['1', '34']",['28'],0.13,0.38,1.1
"['1', '28']",['34'],0.13,0.7,1.09
"['34', '28']",['1'],0.13,0.57,1.11
['28'],"['1', '30']",0.11,0.33,1.08
"['1', '28']",['30'],0.11,0.61,1.08
"['1', '30']",['28'],0.11,0.37,1.08
"['28', '30']",['1'],0.11,0.58,1.12
['28'],"['6', '1']",0.11,0.32,1.14
"['6', '1']",['28'],0.11,0.39,1.14
"['6', '28']",['1'],0.11,0.57,1.09
"['1', '28']",['6'],0.11,0.59,1.12
['28'],"['1', '14']",0.15,0.43,1.11
"['1', '14']",['28'],0.15,0.38,1.11
"['1', '28']",['14'],0.15,0.77,1.08
"['14', '28']",['1'],0.15,0.57,1.09
['28'],"['1', '19']",0.11,0.33,1.13
"['1', '28']",['19'],0.11,0.59,1.1
"['1', '19']",['28'],0.11,0.39,1.13
"['28', '19']",['1'],0.11,0.59,1.13
['28'],"['34', '18']",0.17,0.49,1.06
"['34', '18']",['28'],0.17,0.36,1.06
"['34', '28']",['18'],0.17,0.74,1.04
"['18', '28']",['34'],0.17,0.69,1.08
['28'],"['18', '30']",0.14,0.41,1.03
"['18', '28']",['30'],0.14,0.57,1.02
"['18', '30']",['28'],0.14,0.35,1.03
"['28', '30']",['18'],0.14,0.71,1.01
"['18', '28']",['49'],0.1,0.42,1.07
"['18', '49']",['28'],0.1,0.36,1.05
"['28', '49']",['18'],0.1,0.74,1.05
['28'],"['6', '18']",0.14,0.42,1.1
"['6', '18']",['28'],0.14,0.38,1.1
"['6', '28']",['18'],0.14,0.73,1.04
"['18', '28']",['6'],0.14,0.59,1.11
['28'],"['18', '14']",0.19,0.56,1.06
"['18', '14']",['28'],0.19,0.36,1.06
"['18', '28']",['14'],0.19,0.79,1.1
"['14', '28']",['18'],0.19,0.75,1.06
['28'],"['18', '19']",0.14,0.41,1.03
"['18', '28']",['19'],0.14,0.58,1.07
"['18', '19']",['28'],0.14,0.35,1.03
"['28', '19']",['18'],0.14,0.74,1.05
"['4', '18']",['28'],0.1,0.35,1.02
"['4', '28']",['18'],0.1,0.75,1.06
"['18', '28']",['4'],0.1,0.41,1.04
['28'],"['18', '48']",0.13,0.37,1.05
"['18', '48']",['28'],0.13,0.36,1.05
"['48', '28']",['18'],0.13,0.73,1.04
"['18', '28']",['48'],0.13,0.51,1.07
['28'],"['34', '30']",0.13,0.39,1.07
"['34', '28']",['30'],0.13,0.58,1.04
"['34', '30']",['28'],0.13,0.37,1.07
"['28', '30']",['34'],0.13,0.69,1.07
['28'],"['6', '34']",0.13,0.39,1.12
"['6', '34']",['28'],0.13,0.38,1.12
"['6', '28']",['34'],0.13,0.69,1.08
"['34', '28']",['6'],0.13,0.59,1.11
['28'],"['34', '14']",0.18,0.52,1.1
"['34', '14']",['28'],0.18,0.38,1.1
"['34', '28']",['14'],0.18,0.78,1.08
"['14', '28']",['34'],0.18,0.7,1.09
['28'],"['34', '19']",0.13,0.37,1.04
"['34', '28']",['19'],0.13,0.56,1.03
"['34', '19']",['28'],0.13,0.36,1.04
"['28', '19']",['34'],0.13,0.67,1.05
['28'],"['34', '48']",0.12,0.35,1.11
"['34', '48']",['28'],0.12,0.38,1.11
"['34', '28']",['48'],0.12,0.52,1.09
"['48', '28']",['34'],0.12,0.71,1.1
['28'],"['6', '30']",0.11,0.33,1.06
"['6', '28']",['30'],0.11,0.57,1.02
"['6', '30']",['28'],0.11,0.36,1.06
"['28', '30']",['6'],0.11,0.57,1.08
['28'],"['14', '30']",0.15,0.45,1.07
"['14', '28']",['30'],0.15,0.6,1.07
"['14', '30']",['28'],0.15,0.37,1.07
"['28', '30']",['14'],0.15,0.79,1.1
['28'],"['30', '19']",0.11,0.33,1.06
"['28', '30']",['19'],0.11,0.58,1.08
"['28', '19']",['30'],0.11,0.6,1.07
"['30', '19']",['28'],0.11,0.36,1.06
"['48', '28']",['30'],0.1,0.59,1.04
"['48', '30']",['28'],0.1,0.36,1.04
"['28', '30']",['48'],0.1,0.51,1.07
"['14', '28']",['49'],0.1,0.4,1.02
"['14', '49']",['28'],0.1,0.35,1.03
"['28', '49']",['14'],0.1,0.74,1.03
['28'],"['6', '14']",0.15,0.44,1.12
"['6', '14']",['28'],0.15,0.38,1.12
"['6', '28']",['14'],0.15,0.76,1.07
"['14', '28']",['6'],0.15,0.58,1.1
['28'],"['6', '19']",0.11,0.33,1.09
"['6', '28']",['19'],0.11,0.57,1.06
"['6', '19']",['28'],0.11,0.37,1.09
"['28', '19']",['6'],0.11,0.59,1.11
['28'],"['14', '19']",0.15,0.43,1.07
"['14', '28']",['19'],0.15,0.57,1.06
"['14', '19']",['28'],0.15,0.37,1.07
"['28', '19']",['14'],0.15,0.77,1.08
['28'],"['4', '14']",0.1,0.3,1.05
"['4', '14']",['28'],0.1,0.36,1.05
"['4', '28']",['14'],0.1,0.77,1.07
"['14', '28']",['4'],0.1,0.4,1.02
['28'],"['48', '14']",0.13,0.38,1.07
"['48', '14']",['28'],0.13,0.37,1.07
"['48', '28']",['14'],0.13,0.77,1.07
"['14', '28']",['48'],0.13,0.51,1.06
"['1', '28']","['34', '18']",0.1,0.54,1.15
"['34', '28']","['1', '18']",0.1,0.44,1.14
"['18', '28']","['1', '34']",0.1,0.42,1.18
"['1', '34', '18']",['28'],0.1,0.37,1.09
"['1', '34', '28']",['18'],0.1,0.77,1.09
"['1', '18', '28']",['34'],0.1,0.71,1.11
"['34', '18', '28']",['1'],0.1,0.6,1.15
['28'],"['1', '18', '14']",0.11,0.33,1.14
"['1', '28']","['18', '14']",0.11,0.61,1.15
"['18', '28']","['1', '14']",0.11,0.47,1.22
"['14', '28']","['1', '18']",0.11,0.44,1.15
"['1', '18', '14']",['28'],0.11,0.39,1.14
"['1', '18', '28']",['14'],0.11,0.8,1.12
"['1', '14', '28']",['18'],0.11,0.78,1.11
"['18', '14', '28']",['1'],0.11,0.59,1.14
['28'],"['1', '34', '14']",0.11,0.31,1.16
"['1', '28']","['34', '14']",0.11,0.56,1.18
"['34', '28']","['1', '14']",0.11,0.46,1.2
"['14', '28']","['1', '34']",0.11,0.41,1.17
"['1', '34', '14']",['28'],0.11,0.4,1.16
"['1', '34', '28']",['14'],0.11,0.8,1.11
"['1', '14', '28']",['34'],0.11,0.72,1.13
"['34', '14', '28']",['1'],0.11,0.59,1.14
"['34', '28']","['18', '30']",0.1,0.44,1.1
"['18', '28']","['34', '30']",0.1,0.41,1.11
"['28', '30']","['34', '18']",0.1,0.51,1.09
"['34', '18', '28']",['30'],0.1,0.59,1.05
"['34', '18', '30']",['28'],0.1,0.37,1.08
"['34', '28', '30']",['18'],0.1,0.74,1.06
"['18', '28', '30']",['34'],0.1,0.71,1.11
['28'],"['34', '18', '14']",0.14,0.4,1.1
"['34', '28']","['18', '14']",0.14,0.59,1.12
"['18', '28']","['34', '14']",0.14,0.56,1.17
"['14', '28']","['34', '18']",0.14,0.53,1.14
"['34', '18', '14']",['28'],0.14,0.38,1.1
"['34', '18', '28']",['14'],0.14,0.8,1.12
"['34', '14', '28']",['18'],0.14,0.76,1.08
"['18', '14', '28']",['34'],0.14,0.71,1.11
['28'],"['18', '14', '30']",0.12,0.34,1.11
"['18', '28']","['14', '30']",0.12,0.48,1.15
"['14', '28']","['18', '30']",0.12,0.46,1.16
"['28', '30']","['18', '14']",0.12,0.6,1.14
"['18', '14', '28']",['30'],0.12,0.61,1.09
"['18', '14', '30']",['28'],0.12,0.38,1.11
"['18', '28', '30']",['14'],0.12,0.84,1.17
"['14', '28', '30']",['18'],0.12,0.76,1.08
['28'],"['6', '18', '14']",0.11,0.33,1.14
"['6', '28']","['18', '14']",0.11,0.58,1.1
"['18', '28']","['6', '14']",0.11,0.46,1.2
"['14', '28']","['6', '18']",0.11,0.44,1.16
"['6', '18', '14']",['28'],0.11,0.39,1.14
"['6', '18', '28']",['14'],0.11,0.79,1.11
"['6', '14', '28']",['18'],0.11,0.76,1.08
"['18', '14', '28']",['6'],0.11,0.59,1.12
['28'],"['18', '14', '19']",0.11,0.33,1.08
"['18', '28']","['14', '19']",0.11,0.46,1.16
"['14', '28']","['18', '19']",0.11,0.44,1.1
"['28', '19']","['18', '14']",0.11,0.6,1.13
"['18', '14', '28']",['19'],0.11,0.59,1.09
"['18', '14', '19']",['28'],0.11,0.37,1.08
"['18', '28', '19']",['14'],0.11,0.8,1.12
"['14', '28', '19']",['18'],0.11,0.77,1.09
['28'],"['34', '14', '30']",0.11,0.31,1.11
"['34', '28']","['14', '30']",0.11,0.47,1.11
"['14', '28']","['34', '30']",0.11,0.42,1.14
"['28', '30']","['34', '14']",0.11,0.55,1.15
"['34', '14', '28']",['30'],0.11,0.6,1.07
"['34', '14', '30']",['28'],0.11,0.38,1.11
"['34', '28', '30']",['14'],0.11,0.8,1.11
"['14', '28', '30']",['34'],0.11,0.7,1.09
['28'],"['6', '34', '14']",0.11,0.31,1.17
"['6', '34']","['14', '28']",0.11,0.3,1.17
"['6', '28']","['34', '14']",0.11,0.54,1.14
"['34', '28']","['6', '14']",0.11,0.46,1.19
"['14', '28']","['6', '34']",0.11,0.41,1.17
"['6', '34', '14']",['28'],0.11,0.4,1.17
"['6', '34', '28']",['14'],0.11,0.79,1.1
"['6', '14', '28']",['34'],0.11,0.71,1.11
"['34', '14', '28']",['6'],0.11,0.59,1.13
"['34', '28']","['14', '19']",0.1,0.44,1.11
"['14', '28']","['34', '19']",0.1,0.4,1.1
"['28', '19']","['34', '14']",0.1,0.54,1.13
"['34', '14', '28']",['19'],0.1,0.57,1.06
"['34', '14', '19']",['28'],0.1,0.37,1.08
"['34', '28', '19']",['14'],0.1,0.79,1.11
"['14', '28', '19']",['34'],0.1,0.69,1.08
['46'],['28'],0.13,0.34,1.0
['28'],['46'],0.13,0.37,1.0
['28'],['32'],0.15,0.43,1.05
['32'],['28'],0.15,0.36,1.05
['28'],['26'],0.15,0.43,1.04
['26'],['28'],0.15,0.36,1.04
"['34', '28']",['32'],0.1,0.44,1.06
"['34', '32']",['28'],0.1,0.36,1.06
"['28', '32']",['34'],0.1,0.68,1.06
"['34', '28']",['26'],0.1,0.44,1.06
"['34', '26']",['28'],0.1,0.37,1.08
"['28', '26']",['34'],0.1,0.68,1.06
['28'],"['14', '32']",0.11,0.32,1.08
"['14', '28']",['32'],0.11,0.43,1.05
"['14', '32']",['28'],0.11,0.37,1.08
"['28', '32']",['14'],0.11,0.75,1.04
['28'],"['14', '26']",0.11,0.33,1.09
"['14', '28']",['26'],0.11,0.44,1.08
"['14', '26']",['28'],0.11,0.37,1.09
"['28', '26']",['14'],0.11,0.78,1.08
['12'],['28'],0.14,0.38,1.11
['28'],['12'],0.14,0.41,1.11
['12'],"['14', '28']",0.11,0.31,1.2
['28'],"['12', '14']",0.11,0.33,1.18
"['12', '14']",['28'],0.11,0.4,1.18
"['12', '28']",['14'],0.11,0.81,1.13
"['14', '28']",['12'],0.11,0.44,1.2
['28'],['16'],0.19,0.55,1.07
['16'],['28'],0.19,0.37,1.07
['28'],"['1', '16']",0.1,0.31,1.1
"['1', '28']",['16'],0.1,0.55,1.08
"['1', '16']",['28'],0.1,0.38,1.1
"['28', '16']",['1'],0.1,0.56,1.07
['28'],"['12', '18']",0.1,0.3,1.12
"['12', '18']",['28'],0.1,0.38,1.12
"['12', '28']",['18'],0.1,0.75,1.06
"['18', '28']",['12'],0.1,0.43,1.17
['28'],"['18', '16']",0.14,0.4,1.08
"['18', '28']",['16'],0.14,0.56,1.08
"['18', '16']",['28'],0.14,0.37,1.08
"['28', '16']",['18'],0.14,0.72,1.03
['28'],"['34', '16']",0.13,0.38,1.15
"['34', '28']",['16'],0.13,0.57,1.11
"['34', '16']",['28'],0.13,0.39,1.15
"['28', '16']",['34'],0.13,0.7,1.09
['28'],"['30', '16']",0.11,0.31,1.07
"['28', '30']",['16'],0.11,0.54,1.05
"['28', '16']",['30'],0.11,0.57,1.0
"['30', '16']",['28'],0.11,0.37,1.07
['28'],"['14', '16']",0.14,0.42,1.11
"['14', '28']",['16'],0.14,0.56,1.1
"['14', '16']",['28'],0.14,0.38,1.11
"['28', '16']",['14'],0.14,0.77,1.08
['28'],"['18', '14', '16']",0.11,0.32,1.14
"['18', '28']","['14', '16']",0.11,0.45,1.18
"['14', '28']","['18', '16']",0.11,0.43,1.16
"['28', '16']","['18', '14']",0.11,0.58,1.11
"['18', '14', '28']",['16'],0.11,0.57,1.11
"['18', '14', '16']",['28'],0.11,0.39,1.14
"['18', '28', '16']",['14'],0.11,0.81,1.12
"['14', '28', '16']",['18'],0.11,0.76,1.07
['28'],"['34', '14', '16']",0.11,0.31,1.22
"['34', '28']","['14', '16']",0.11,0.46,1.22
"['34', '16']","['14', '28']",0.11,0.32,1.25
"['14', '28']","['34', '16']",0.11,0.42,1.25
"['28', '16']","['34', '14']",0.11,0.57,1.2
"['34', '14', '28']",['16'],0.11,0.6,1.17
"['34', '14', '16']",['28'],0.11,0.42,1.22
"['34', '28', '16']",['14'],0.11,0.82,1.14
"['14', '28', '16']",['34'],0.11,0.74,1.15
['28'],"['18', '26']",0.11,0.31,1.04
"['18', '28']",['26'],0.11,0.44,1.06
"['18', '26']",['28'],0.11,0.36,1.04
"['28', '26']",['18'],0.11,0.73,1.03
['28'],"['6', '16']",0.11,0.33,1.17
"['6', '28']",['16'],0.11,0.57,1.12
"['6', '16']",['28'],0.11,0.4,1.17
"['28', '16']",['6'],0.11,0.6,1.13
['28'],"['16', '19']",0.1,0.31,1.07
"['28', '16']",['19'],0.1,0.56,1.04
"['28', '19']",['16'],0.1,0.55,1.08
"['16', '19']",['28'],0.1,0.37,1.07
['28'],"['18', '32']",0.11,0.33,1.07
"['18', '28']",['32'],0.11,0.46,1.11
"['18', '32']",['28'],0.11,0.37,1.07
"['28', '32']",['18'],0.11,0.75,1.07
['1'],['42'],0.17,0.32,1.01
['42'],['1'],0.17,0.52,1.01
['18'],['42'],0.22,0.32,1.0
['42'],['18'],0.22,0.71,1.0
['46'],['42'],0.13,0.34,1.09
['42'],['46'],0.13,0.4,1.09
['44'],['42'],0.13,0.34,1.08
['42'],['44'],0.13,0.4,1.08
['6'],['42'],0.17,0.32,1.0
['42'],['6'],0.17,0.53,1.0
['12'],['42'],0.12,0.34,1.07
['42'],['12'],0.12,0.39,1.07
['14'],['42'],0.23,0.33,1.03
['42'],['14'],0.23,0.74,1.03
['42'],['19'],0.17,0.55,1.02
['19'],['42'],0.17,0.32,1.02
['4'],['42'],0.14,0.34,1.07
['42'],['4'],0.14,0.43,1.07
['48'],['42'],0.16,0.33,1.05
['42'],['48'],0.16,0.5,1.05
['42'],"['1', '18']",0.13,0.4,1.03
"['1', '18']",['42'],0.13,0.33,1.03
"['1', '42']",['18'],0.13,0.76,1.08
"['18', '42']",['1'],0.13,0.56,1.08
['42'],"['1', '14']",0.13,0.4,1.05
"['1', '14']",['42'],0.13,0.33,1.05
"['1', '42']",['14'],0.13,0.77,1.07
"['42', '14']",['1'],0.13,0.54,1.05
['42'],"['6', '18']",0.12,0.38,0.99
"['6', '18']",['42'],0.12,0.31,0.99
"['6', '42']",['18'],0.12,0.72,1.01
"['18', '42']",['6'],0.12,0.53,1.01
['42'],"['18', '14']",0.17,0.54,1.03
"['18', '14']",['42'],0.17,0.33,1.03
"['42', '14']",['18'],0.17,0.74,1.05
"['18', '42']",['14'],0.17,0.77,1.08
['42'],"['18', '19']",0.13,0.41,1.03
"['18', '42']",['19'],0.13,0.58,1.08
"['18', '19']",['42'],0.13,0.33,1.03
"['42', '19']",['18'],0.13,0.75,1.06
